ID	Codón_CTG	Tamaño	Frecuencia%	Intrones
DEHA2C12518g	1	320	0.3125%	0
DEHA2C12694g	1	198	0.5051%	1
DEHA2C12760g	1	303	0.3300%	0
DEHA2C12804g	1	528	0.1894%	0
DEHA2C12914g	1	315	0.3175%	0
DEHA2C12958g	1	79	1.2658%	0
DEHA2C13046g	1	757	0.1321%	0
DEHA2C13112g	1	548	0.1825%	0
DEHA2C13376g	1	446	0.2242%	0
DEHA2C13574g	1	298	0.3356%	0
DEHA2C13750g	1	508	0.1969%	0
DEHA2C13838g	1	1067	0.0937%	0
DEHA2C13882g	1	547	0.1828%	0
DEHA2C14234g	1	544	0.1838%	0
DEHA2C14454g	1	137	0.7299%	0
DEHA2C14520g	1	145	0.6897%	0
DEHA2C14564g	1	290	0.3448%	0
DEHA2C14784g	1	728	0.1374%	0
DEHA2C14850g	1	271	0.3690%	0
DEHA2C14872g	1	129	0.7752%	0
DEHA2C14938g	1	414	0.2415%	1
DEHA2C15136g	1	392	0.2551%	0
DEHA2C15246g	1	465	0.2151%	0
DEHA2C15290g	1	595	0.1681%	0
DEHA2C15400g	1	138	0.7246%	0
DEHA2C15510g	1	348	0.2874%	0
DEHA2C15620g	1	490	0.2041%	0
DEHA2C15730g	1	369	0.2710%	0
DEHA2C15752g	1	443	0.2257%	0
DEHA2C16060g	1	422	0.2370%	0
DEHA2C16082g	1	493	0.2028%	0
DEHA2C16214g	1	545	0.1835%	0
DEHA2C16258g	1	282	0.3546%	0
DEHA2C16324g	1	472	0.2119%	0
DEHA2C16456g	1	206	0.4854%	0
DEHA2C16478g	1	202	0.4950%	2
DEHA2C16500g	1	309	0.3236%	0
DEHA2C16544g	1	242	0.4132%	1
DEHA2C16632g	1	939	0.1065%	0
DEHA2C17182g	1	308	0.3247%	0
DEHA2C17226g	1	495	0.2020%	0
DEHA2C17336g	1	162	0.6173%	0
DEHA2C17358g	1	963	0.1038%	0
DEHA2C17424g	1	226	0.4425%	0
DEHA2C17666g	1	356	0.2809%	0
DEHA2C17710g	1	83	1.2048%	0
DEHA2C17732g	1	74	1.3514%	0
DEHA2C17754g	1	645	0.1550%	0
DEHA2C17842g	1	153	0.6536%	0
DEHA2C17886g	1	533	0.1876%	0
DEHA2D00110g	1	152	0.6579%	0
DEHA2D00132g	1	949	0.1054%	0
DEHA2D00154g	1	58	1.7241%	0
DEHA2D00176g	1	139	0.7194%	0
DEHA2D00264g	1	270	0.3704%	0
DEHA2D00330g	1	423	0.2364%	0
DEHA2D00352g	1	650	0.1538%	0
DEHA2D00374g	1	289	0.3460%	0
DEHA2D00396g	1	112	0.8929%	0
DEHA2D00440g	1	551	0.1815%	0
DEHA2D00462g	1	120	0.8333%	0
DEHA2D00506g	1	79	1.2658%	0
DEHA2D00616g	1	71	1.4085%	0
DEHA2D00682g	1	293	0.3413%	0
DEHA2D00748g	1	351	0.2849%	0
DEHA2D00814g	1	153	0.6536%	0
DEHA2D00990g	1	307	0.3257%	0
DEHA2D01166g	1	230	0.4348%	0
DEHA2D01298g	1	216	0.4630%	0
DEHA2D01342g	1	511	0.1957%	0
DEHA2D01496g	1	340	0.2941%	0
DEHA2D01628g	1	347	0.2882%	0
DEHA2D01826g	1	214	0.4673%	0
DEHA2D02156g	1	153	0.6536%	0
DEHA2D02200g	1	73	1.3699%	0
DEHA2D02398g	1	244	0.4098%	0
DEHA2D02420g	1	215	0.4651%	0
DEHA2D02508g	1	458	0.2183%	0
DEHA2D02662g	1	281	0.3559%	0
DEHA2D02838g	1	924	0.1082%	0
DEHA2D02882g	1	260	0.3846%	1
DEHA2D02970g	1	293	0.3413%	0
DEHA2D03080g	1	64	1.5625%	0
DEHA2D03344g	1	453	0.2208%	0
DEHA2D03366g	1	130	0.7692%	0
DEHA2D03410g	1	113	0.8850%	0
DEHA2D03432g	1	413	0.2421%	0
DEHA2D03454g	1	247	0.4049%	0
DEHA2D03476g	1	61	1.6393%	0
DEHA2D03498g	1	829	0.1206%	0
DEHA2D03674g	1	413	0.2421%	0
DEHA2D03806g	1	172	0.5814%	0
DEHA2D03850g	1	303	0.3300%	0
DEHA2D03916g	1	985	0.1015%	0
DEHA2D04026g	1	1105	0.0905%	0
DEHA2D04092g	1	1453	0.0688%	0
DEHA2D04356g	1	248	0.4032%	0
DEHA2D04598g	1	354	0.2825%	0
DEHA2D04730g	1	135	0.7407%	0
DEHA2D04950g	1	235	0.4255%	0
DEHA2D04994g	1	144	0.6944%	0
DEHA2D05170g	1	129	0.7752%	0
DEHA2D05236g	1	468	0.2137%	0
DEHA2D05258g	1	63	1.5873%	0
DEHA2D05302g	1	124	0.8065%	0
DEHA2D05456g	1	838	0.1193%	0
DEHA2D05478g	1	429	0.2331%	0
DEHA2D05588g	1	176	0.5682%	0
DEHA2D05610g	1	285	0.3509%	0
DEHA2D05654g	1	343	0.2915%	0
DEHA2D05698g	1	847	0.1181%	0
DEHA2D05720g	1	153	0.6536%	0
DEHA2D05808g	1	580	0.1724%	0
DEHA2D06226g	1	529	0.1890%	0
DEHA2D06292g	1	431	0.2320%	0
DEHA2D06402g	1	834	0.1199%	0
DEHA2D06644g	1	372	0.2688%	0
DEHA2D06688g	1	852	0.1174%	0
DEHA2D06754g	1	405	0.2469%	0
DEHA2D06776g	1	87	1.1494%	0
DEHA2D06798g	1	220	0.4545%	0
DEHA2D06842g	1	269	0.3717%	0
DEHA2D06864g	1	781	0.1280%	0
DEHA2D07062g	1	409	0.2445%	0
DEHA2D07216g	1	225	0.4444%	0
DEHA2D07348g	1	1533	0.0652%	0
DEHA2D07480g	1	643	0.1555%	0
DEHA2D07524g	1	158	0.6329%	0
DEHA2D07568g	1	568	0.1761%	0
DEHA2D07612g	1	493	0.2028%	0
DEHA2D07634g	1	455	0.2198%	0
DEHA2D07656g	1	161	0.6211%	0
DEHA2D08118g	1	105	0.9524%	0
DEHA2D08228g	1	187	0.5348%	0
DEHA2D08382g	1	72	1.3889%	0
DEHA2D08426g	1	427	0.2342%	0
DEHA2D08624g	1	795	0.1258%	0
DEHA2D08646g	1	36	2.7778%	0
DEHA2D08668g	1	46	2.1739%	0
DEHA2D08690g	1	156	0.6410%	0
DEHA2D08844g	1	226	0.4425%	0
DEHA2D09262g	1	429	0.2331%	0
DEHA2D09328g	1	193	0.5181%	0
DEHA2D09526g	1	208	0.4808%	0
DEHA2D09680g	1	48	2.0833%	0
DEHA2D09900g	1	324	0.3086%	0
DEHA2D09922g	1	673	0.1486%	0
DEHA2D09944g	1	394	0.2538%	0
DEHA2D10010g	1	231	0.4329%	0
DEHA2D10076g	1	752	0.1330%	0
DEHA2D10142g	1	279	0.3584%	1
DEHA2D10164g	1	613	0.1631%	0
DEHA2D10296g	1	359	0.2786%	0
DEHA2D10318g	1	209	0.4785%	0
DEHA2D10340g	1	284	0.3521%	0
DEHA2D10428g	1	405	0.2469%	1
DEHA2D10450g	1	546	0.1832%	0
DEHA2D10736g	1	249	0.4016%	0
DEHA2D10780g	1	360	0.2778%	0
DEHA2D10978g	1	360	0.2778%	0
DEHA2D11132g	1	64	1.5625%	0
DEHA2D11352g	1	177	0.5650%	0
DEHA2D11506g	1	310	0.3226%	0
DEHA2D11572g	1	510	0.1961%	0
DEHA2D11682g	1	1062	0.0942%	0
DEHA2D11836g	1	558	0.1792%	0
DEHA2D11902g	1	335	0.2985%	0
DEHA2D12012g	1	311	0.3215%	1
DEHA2D12056g	1	1641	0.0609%	0
DEHA2D12122g	1	484	0.2066%	0
DEHA2D12144g	1	50	2.0000%	0
DEHA2D12320g	1	700	0.1429%	0
DEHA2D12386g	1	479	0.2088%	0
DEHA2D12518g	1	173	0.5780%	0
DEHA2D12562g	1	277	0.3610%	1
DEHA2D12738g	1	231	0.4329%	0
DEHA2D12782g	1	304	0.3289%	0
DEHA2D12848g	1	486	0.2058%	0
DEHA2D12892g	1	262	0.3817%	0
DEHA2D13002g	1	594	0.1684%	0
DEHA2D13046g	1	102	0.9804%	0
DEHA2D13156g	1	192	0.5208%	0
DEHA2D13244g	1	346	0.2890%	0
DEHA2D13376g	1	362	0.2762%	0
DEHA2D13442g	1	307	0.3257%	0
DEHA2D13464g	1	177	0.5650%	0
DEHA2D13486g	1	282	0.3546%	0
DEHA2D13508g	1	254	0.3937%	1
DEHA2D13552g	1	300	0.3333%	0
DEHA2D13640g	1	445	0.2247%	0
DEHA2D13684g	1	74	1.3514%	0
DEHA2D13816g	1	426	0.2347%	0
DEHA2D13948g	1	105	0.9524%	0
DEHA2D14080g	1	435	0.2299%	0
DEHA2D14102g	1	246	0.4065%	0
DEHA2D14124g	1	593	0.1686%	0
DEHA2D14146g	1	50	2.0000%	0
DEHA2D14234g	1	148	0.6757%	0
DEHA2D14366g	1	36	2.7778%	0
DEHA2D14432g	1	156	0.6410%	2
DEHA2D14784g	1	217	0.4608%	1
DEHA2D14806g	1	630	0.1587%	0
DEHA2D14938g	1	336	0.2976%	0
DEHA2D15158g	1	498	0.2008%	0
DEHA2D15180g	1	324	0.3086%	0
DEHA2D15334g	1	192	0.5208%	0
DEHA2D15422g	1	399	0.2506%	0
DEHA2D15466g	1	339	0.2950%	0
DEHA2D15532g	1	463	0.2160%	0
DEHA2D15664g	1	769	0.1300%	0
DEHA2D15928g	1	391	0.2558%	0
DEHA2D16038g	1	460	0.2174%	0
DEHA2D16170g	1	301	0.3322%	0
DEHA2D16258g	1	493	0.2028%	0
DEHA2D16280g	1	248	0.4032%	1
DEHA2D16302g	1	259	0.3861%	1
DEHA2D16522g	1	811	0.1233%	0
DEHA2D16544g	1	265	0.3774%	0
DEHA2D16654g	1	221	0.4525%	0
DEHA2D16786g	1	518	0.1931%	0
DEHA2D17226g	1	197	0.5076%	0
DEHA2D17248g	1	706	0.1416%	0
DEHA2D17380g	1	337	0.2967%	0
DEHA2D17578g	1	760	0.1316%	0
DEHA2D17732g	1	742	0.1348%	0
DEHA2D17820g	1	198	0.5051%	0
DEHA2D17996g	1	632	0.1582%	0
DEHA2D18172g	1	171	0.5848%	0
DEHA2D18194g	1	340	0.2941%	0
DEHA2D18370g	1	371	0.2695%	0
DEHA2D18392g	1	115	0.8696%	0
DEHA2D18502g	1	339	0.2950%	0
DEHA2D18612g	1	464	0.2155%	0
DEHA2D18656g	1	109	0.9174%	1
DEHA2D18920g	1	528	0.1894%	0
DEHA2D18942g	1	557	0.1795%	0
DEHA2D19184g	1	47	2.1277%	0
DEHA2D19228g	1	77	1.2987%	0
DEHA2D19316g	1	80	1.2500%	0
DEHA2D19426g	1	97	1.0309%	0
DEHA2E00264g	1	112	0.8929%	0
DEHA2E00286g	1	39	2.5641%	0
DEHA2E00308g	1	94	1.0638%	0
DEHA2E00418g	1	156	0.6410%	0
DEHA2E00528g	1	578	0.1730%	0
DEHA2E00550g	1	582	0.1718%	0
DEHA2E00572g	1	64	1.5625%	0
DEHA2E00594g	1	552	0.1812%	0
DEHA2E00726g	1	554	0.1805%	0
DEHA2E00814g	1	251	0.3984%	0
DEHA2E00902g	1	539	0.1855%	0
DEHA2E01100g	1	254	0.3937%	0
DEHA2E01122g	1	432	0.2315%	0
DEHA2E01166g	1	545	0.1835%	0
DEHA2E01210g	1	537	0.1862%	0
DEHA2E01276g	1	513	0.1949%	0
DEHA2E01364g	1	562	0.1779%	0
DEHA2E01386g	1	549	0.1821%	0
DEHA2E01408g	1	576	0.1736%	0
DEHA2E01540g	1	563	0.1776%	0
DEHA2E01650g	1	180	0.5556%	0
DEHA2E01716g	1	285	0.3509%	0
DEHA2E01870g	1	306	0.3268%	0
DEHA2E01892g	1	680	0.1471%	0
DEHA2E01980g	1	689	0.1451%	1
DEHA2E02618g	1	166	0.6024%	0
DEHA2E02728g	1	290	0.3448%	0
DEHA2E02750g	1	681	0.1468%	0
DEHA2E02926g	1	212	0.4717%	0
DEHA2E02970g	1	451	0.2217%	0
DEHA2E03146g	1	587	0.1704%	0
DEHA2E03278g	1	322	0.3106%	0
DEHA2E03300g	1	271	0.3690%	0
DEHA2E03366g	1	322	0.3106%	0
DEHA2E03718g	1	270	0.3704%	0
DEHA2E03850g	1	652	0.1534%	0
DEHA2E03960g	1	769	0.1300%	0
DEHA2E04026g	1	900	0.1111%	0
DEHA2E04180g	1	584	0.1712%	0
DEHA2E04268g	1	699	0.1431%	0
DEHA2E04312g	1	403	0.2481%	0
DEHA2E04356g	1	81	1.2346%	0
DEHA2E04378g	1	528	0.1894%	0
DEHA2E04532g	1	302	0.3311%	0
DEHA2E04554g	1	123	0.8130%	0
DEHA2E04576g	1	328	0.3049%	0
DEHA2E04598g	1	250	0.4000%	0
DEHA2E04642g	1	64	1.5625%	0
DEHA2E04796g	1	55	1.8182%	0
DEHA2E04862g	1	787	0.1271%	0
DEHA2E04884g	1	351	0.2849%	0
DEHA2E04972g	1	424	0.2358%	0
DEHA2E05038g	1	177	0.5650%	0
DEHA2E05060g	1	377	0.2653%	0
DEHA2E05170g	1	188	0.5319%	0
DEHA2E05236g	1	213	0.4695%	0
DEHA2E05302g	1	79	1.2658%	0
DEHA2E05434g	1	202	0.4950%	0
DEHA2E05764g	1	124	0.8065%	0
DEHA2E05786g	1	582	0.1718%	0
DEHA2E05852g	1	593	0.1686%	0
DEHA2E05918g	1	204	0.4902%	1
DEHA2E06006g	1	498	0.2008%	0
DEHA2E06072g	1	522	0.1916%	0
DEHA2E06094g	1	369	0.2710%	0
DEHA2E06160g	1	241	0.4149%	0
DEHA2E06666g	1	260	0.3846%	0
DEHA2E06754g	1	350	0.2857%	0
DEHA2E06798g	1	406	0.2463%	0
DEHA2E06842g	1	934	0.1071%	0
DEHA2E06974g	1	294	0.3401%	0
DEHA2E07062g	1	93	1.0753%	0
DEHA2E07106g	1	443	0.2257%	0
DEHA2E07172g	1	288	0.3472%	0
DEHA2E07194g	1	94	1.0638%	0
DEHA2E07546g	1	554	0.1805%	0
DEHA2E07612g	1	456	0.2193%	0
DEHA2E07634g	1	452	0.2212%	0
DEHA2E07678g	1	539	0.1855%	0
DEHA2E07766g	1	77	1.2987%	0
DEHA2E07788g	1	51	1.9608%	0
DEHA2E07810g	1	1431	0.0699%	0
DEHA2E07964g	1	361	0.2770%	0
DEHA2E08162g	1	55	1.8182%	0
DEHA2E08184g	1	413	0.2421%	0
DEHA2E08360g	1	404	0.2475%	0
DEHA2E08382g	1	325	0.3077%	0
DEHA2E08514g	1	195	0.5128%	0
DEHA2E08536g	1	560	0.1786%	0
DEHA2E08690g	1	412	0.2427%	0
DEHA2E08778g	1	121	0.8264%	0
DEHA2E08822g	1	665	0.1504%	0
DEHA2E08954g	1	850	0.1176%	0
DEHA2E09108g	1	339	0.2950%	0
DEHA2E09174g	1	852	0.1174%	0
DEHA2E09262g	1	312	0.3205%	0
DEHA2E09350g	1	170	0.5882%	0
DEHA2E09394g	1	37	2.7027%	0
DEHA2E09460g	1	356	0.2809%	1
DEHA2E09592g	1	316	0.3165%	0
DEHA2E09658g	1	541	0.1848%	0
DEHA2E09856g	1	429	0.2331%	0
DEHA2E09900g	1	312	0.3205%	0
DEHA2E09922g	1	429	0.2331%	0
DEHA2E10076g	1	583	0.1715%	0
DEHA2E10098g	1	451	0.2217%	0
DEHA2E10318g	1	462	0.2165%	0
DEHA2E10406g	1	373	0.2681%	0
DEHA2E10582g	1	323	0.3096%	0
DEHA2E10670g	1	415	0.2410%	0
DEHA2E10758g	1	420	0.2381%	0
DEHA2E10780g	1	519	0.1927%	0
DEHA2E10868g	1	447	0.2237%	0
DEHA2E10912g	1	576	0.1736%	0
DEHA2E10956g	1	273	0.3663%	0
DEHA2E10978g	1	593	0.1686%	0
DEHA2E11110g	1	448	0.2232%	0
DEHA2E11242g	1	66	1.5152%	0
DEHA2E11264g	1	479	0.2088%	0
DEHA2E11352g	1	518	0.1931%	0
DEHA2E11374g	1	582	0.1718%	0
DEHA2E11462g	1	216	0.4630%	0
DEHA2E11484g	1	214	0.4673%	0
DEHA2E11616g	1	308	0.3247%	0
DEHA2E11704g	1	790	0.1266%	0
DEHA2E11792g	1	402	0.2488%	0
DEHA2E12034g	1	51	1.9608%	0
DEHA2E12056g	1	267	0.3745%	0
DEHA2E12122g	1	253	0.3953%	0
DEHA2E12144g	1	412	0.2427%	0
DEHA2E12188g	1	179	0.5587%	0
DEHA2E12210g	1	450	0.2222%	0
DEHA2E12232g	1	689	0.1451%	0
DEHA2E12254g	1	434	0.2304%	0
DEHA2E12606g	1	476	0.2101%	0
DEHA2E12628g	1	379	0.2639%	0
DEHA2E12694g	1	387	0.2584%	0
DEHA2E12760g	1	348	0.2874%	1
DEHA2E12782g	1	230	0.4348%	0
DEHA2E12870g	1	67	1.4925%	0
DEHA2E13046g	1	406	0.2463%	0
DEHA2E13090g	1	505	0.1980%	0
DEHA2E13178g	1	491	0.2037%	0
DEHA2E13310g	1	497	0.2012%	0
DEHA2E13442g	1	517	0.1934%	0
DEHA2E13508g	1	221	0.4525%	0
DEHA2E13552g	1	506	0.1976%	0
DEHA2E13574g	1	78	1.2821%	0
DEHA2E13640g	1	279	0.3584%	0
DEHA2E13662g	1	281	0.3559%	1
DEHA2E13838g	1	274	0.3650%	0
DEHA2E13970g	1	554	0.1805%	0
DEHA2E14058g	1	272	0.3676%	0
DEHA2E14080g	1	1314	0.0761%	0
DEHA2E14410g	1	304	0.3289%	2
DEHA2E14586g	1	1175	0.0851%	0
DEHA2E14652g	1	82	1.2195%	0
DEHA2E14894g	1	989	0.1011%	0
DEHA2E14982g	1	517	0.1934%	0
DEHA2E15136g	1	267	0.3745%	0
DEHA2E15312g	1	82	1.2195%	0
DEHA2E15444g	1	678	0.1475%	0
DEHA2E15664g	1	454	0.2203%	1
DEHA2E15730g	1	281	0.3559%	0
DEHA2E15906g	1	117	0.8547%	0
DEHA2E16170g	1	369	0.2710%	0
DEHA2E16280g	1	871	0.1148%	0
DEHA2E16434g	1	481	0.2079%	0
DEHA2E16610g	1	216	0.4630%	0
DEHA2E16632g	1	550	0.1818%	0
DEHA2E16698g	1	434	0.2304%	0
DEHA2E16742g	1	330	0.3030%	2
DEHA2E16852g	1	52	1.9231%	0
DEHA2E16940g	1	139	0.7194%	1
DEHA2E16962g	1	289	0.3460%	0
DEHA2E16984g	1	659	0.1517%	0
DEHA2E17116g	1	356	0.2809%	0
DEHA2E17248g	1	348	0.2874%	0
DEHA2E17314g	1	167	0.5988%	0
DEHA2E17402g	1	490	0.2041%	0
DEHA2E17424g	1	485	0.2062%	0
DEHA2E17446g	1	457	0.2188%	0
DEHA2E17798g	1	236	0.4237%	0
DEHA2E17820g	1	79	1.2658%	0
DEHA2E17864g	1	795	0.1258%	0
DEHA2E18348g	1	503	0.1988%	0
DEHA2E18590g	1	541	0.1848%	0
DEHA2E18612g	1	525	0.1905%	0
DEHA2E18744g	1	232	0.4310%	0
DEHA2E18832g	1	613	0.1631%	0
DEHA2E18876g	1	378	0.2646%	0
DEHA2E18964g	1	100	1.0000%	0
DEHA2E18986g	1	540	0.1852%	0
DEHA2E19250g	1	269	0.3717%	0
DEHA2E19426g	1	127	0.7874%	0
DEHA2E19492g	1	347	0.2882%	0
DEHA2E19646g	1	644	0.1553%	0
DEHA2E19690g	1	831	0.1203%	0
DEHA2E19822g	1	440	0.2273%	0
DEHA2E19866g	1	249	0.4016%	0
DEHA2E20020g	1	266	0.3759%	0
DEHA2E20086g	1	374	0.2674%	0
DEHA2E20218g	1	228	0.4386%	0
DEHA2E20262g	1	231	0.4329%	0
DEHA2E20526g	1	369	0.2710%	0
DEHA2E20570g	1	385	0.2597%	0
DEHA2E20680g	1	342	0.2924%	0
DEHA2E20900g	1	746	0.1340%	0
DEHA2E20944g	1	387	0.2584%	0
DEHA2E21296g	1	344	0.2907%	0
DEHA2E21318g	1	523	0.1912%	0
DEHA2E21384g	1	375	0.2667%	0
DEHA2E21516g	1	389	0.2571%	0
DEHA2E21648g	1	112	0.8929%	0
DEHA2E21890g	1	345	0.2899%	0
DEHA2E22066g	1	183	0.5464%	0
DEHA2E22176g	1	334	0.2994%	0
DEHA2E22264g	1	323	0.3096%	0
DEHA2E22286g	1	343	0.2915%	0
DEHA2E22352g	1	537	0.1862%	0
DEHA2E22462g	1	440	0.2273%	0
DEHA2E22506g	1	244	0.4098%	0
DEHA2E22990g	1	357	0.2801%	0
DEHA2E23034g	1	75	1.3333%	0
DEHA2E23122g	1	230	0.4348%	0
DEHA2E23144g	1	221	0.4525%	0
DEHA2E23342g	1	548	0.1825%	0
DEHA2E23364g	1	200	0.5000%	0
DEHA2E23408g	1	153	0.6536%	0
DEHA2E23474g	1	213	0.4695%	0
DEHA2E23562g	1	287	0.3484%	0
DEHA2E23870g	1	346	0.2890%	0
DEHA2E23892g	1	275	0.3636%	0
DEHA2E23958g	1	337	0.2967%	0
DEHA2E24068g	1	88	1.1364%	0
DEHA2E24178g	1	508	0.1969%	0
DEHA2E24222g	1	255	0.3922%	0
DEHA2E24288g	1	263	0.3802%	0
DEHA2E24376g	1	318	0.3145%	0
DEHA2F00242g	1	108	0.9259%	0
DEHA2F00286g	1	96	1.0417%	0
DEHA2F00352g	1	504	0.1984%	0
DEHA2F00440g	1	70	1.4286%	0
DEHA2F00550g	1	575	0.1739%	0
DEHA2F00572g	1	544	0.1838%	0
DEHA2F00726g	1	436	0.2294%	0
DEHA2F00770g	1	300	0.3333%	0
DEHA2F00880g	1	346	0.2890%	0
DEHA2F00968g	1	703	0.1422%	0
DEHA2F00990g	1	291	0.3436%	0
DEHA2F01100g	1	341	0.2933%	0
DEHA2F01166g	1	856	0.1168%	0
DEHA2F01188g	1	785	0.1274%	0
DEHA2F01210g	1	275	0.3636%	0
DEHA2F01342g	1	234	0.4274%	0
DEHA2F01562g	1	119	0.8403%	0
DEHA2F01628g	1	417	0.2398%	0
DEHA2F01738g	1	229	0.4367%	0
DEHA2F01936g	1	521	0.1919%	0
DEHA2F02002g	1	104	0.9615%	0
DEHA2F02090g	1	180	0.5556%	0
DEHA2F02112g	1	732	0.1366%	0
DEHA2F02134g	1	815	0.1227%	0
DEHA2F02222g	1	636	0.1572%	0
DEHA2F02376g	1	354	0.2825%	0
DEHA2F02508g	1	211	0.4739%	0
DEHA2F02530g	1	101	0.9901%	0
DEHA2F02640g	1	411	0.2433%	0
DEHA2F02706g	1	291	0.3436%	0
DEHA2F02728g	1	442	0.2262%	0
DEHA2F02772g	1	530	0.1887%	0
DEHA2F03058g	1	508	0.1969%	1
DEHA2F03454g	1	446	0.2242%	0
DEHA2F03542g	1	212	0.4717%	0
DEHA2F03608g	1	215	0.4651%	0
DEHA2F03674g	1	515	0.1942%	0
DEHA2F03696g	1	471	0.2123%	0
DEHA2F03740g	1	143	0.6993%	0
DEHA2F03872g	1	484	0.2066%	0
DEHA2F03938g	1	346	0.2890%	0
DEHA2F04026g	1	167	0.5988%	1
DEHA2F04400g	1	124	0.8065%	0
DEHA2F04488g	1	274	0.3650%	0
DEHA2F04510g	1	637	0.1570%	0
DEHA2F04532g	1	267	0.3745%	0
DEHA2F04620g	1	264	0.3788%	1
DEHA2F04686g	1	778	0.1285%	0
DEHA2F04994g	1	112	0.8929%	0
DEHA2F05082g	1	368	0.2717%	0
DEHA2F05126g	1	754	0.1326%	0
DEHA2F05192g	1	623	0.1605%	0
DEHA2F05236g	1	302	0.3311%	1
DEHA2F05478g	1	596	0.1678%	0
DEHA2F05522g	1	1052	0.0951%	0
DEHA2F05544g	1	450	0.2222%	0
DEHA2F05764g	1	244	0.4098%	0
DEHA2F05786g	1	466	0.2146%	0
DEHA2F05830g	1	588	0.1701%	0
DEHA2F06006g	1	435	0.2299%	0
DEHA2F06050g	1	622	0.1608%	0
DEHA2F06116g	1	284	0.3521%	0
DEHA2F06160g	1	141	0.7092%	0
DEHA2F06182g	1	275	0.3636%	0
DEHA2F06402g	1	362	0.2762%	1
DEHA2F06424g	1	634	0.1577%	0
DEHA2F06556g	1	111	0.9009%	0
DEHA2F06776g	1	342	0.2924%	1
DEHA2F06886g	1	208	0.4808%	1
DEHA2F06996g	1	318	0.3145%	0
DEHA2F07106g	1	143	0.6993%	0
DEHA2F07348g	1	220	0.4545%	0
DEHA2F07546g	1	134	0.7463%	0
DEHA2F07568g	1	207	0.4831%	0
DEHA2F07590g	1	590	0.1695%	0
DEHA2F07656g	1	354	0.2825%	0
DEHA2F07744g	1	308	0.3247%	0
DEHA2F07810g	1	56	1.7857%	0
DEHA2F07832g	1	146	0.6849%	0
DEHA2F07898g	1	251	0.3984%	1
DEHA2F07964g	1	171	0.5848%	0
DEHA2F08008g	1	337	0.2967%	0
DEHA2F08140g	1	191	0.5236%	0
DEHA2F08294g	1	410	0.2439%	0
DEHA2F08404g	1	225	0.4444%	0
DEHA2F08558g	1	530	0.1887%	0
DEHA2F08646g	1	188	0.5319%	0
DEHA2F08668g	1	336	0.2976%	0
DEHA2F08866g	1	379	0.2639%	0
DEHA2F08998g	1	282	0.3546%	0
DEHA2F09020g	1	346	0.2890%	0
DEHA2F09152g	1	366	0.2732%	0
DEHA2F09174g	1	333	0.3003%	1
DEHA2F09262g	1	545	0.1835%	0
DEHA2F09284g	1	436	0.2294%	0
DEHA2F09306g	1	499	0.2004%	0
DEHA2F09350g	1	731	0.1368%	0
DEHA2F09438g	1	255	0.3922%	0
DEHA2F09504g	1	244	0.4098%	0
DEHA2F09548g	1	475	0.2105%	0
DEHA2F09702g	1	382	0.2618%	0
DEHA2F09768g	1	719	0.1391%	0
DEHA2F09922g	1	404	0.2475%	0
DEHA2F09988g	1	789	0.1267%	0
DEHA2F10076g	1	144	0.6944%	0
DEHA2F10098g	1	289	0.3460%	0
DEHA2F10142g	1	169	0.5917%	0
DEHA2F10428g	1	276	0.3623%	0
DEHA2F10472g	1	108	0.9259%	0
DEHA2F10538g	1	580	0.1724%	0
DEHA2F10604g	1	32	3.1250%	0
DEHA2F10626g	1	385	0.2597%	0
DEHA2F10670g	1	672	0.1488%	0
DEHA2F10714g	1	490	0.2041%	0
DEHA2F10736g	1	849	0.1178%	0
DEHA2F10956g	1	59	1.6949%	0
DEHA2F11066g	1	466	0.2146%	0
DEHA2F11088g	1	113	0.8850%	0
DEHA2F11286g	1	151	0.6623%	0
DEHA2F11374g	1	385	0.2597%	0
DEHA2F11418g	1	703	0.1422%	0
DEHA2F11506g	1	301	0.3322%	0
DEHA2F11660g	1	758	0.1319%	0
DEHA2F12012g	1	637	0.1570%	0
DEHA2F12078g	1	219	0.4566%	0
DEHA2F12100g	1	320	0.3125%	0
DEHA2F12210g	1	213	0.4695%	0
DEHA2F12474g	1	174	0.5747%	1
DEHA2F12518g	1	579	0.1727%	0
DEHA2F12782g	1	62	1.6129%	0
DEHA2F12848g	1	716	0.1397%	0
DEHA2F12936g	1	321	0.3115%	0
DEHA2F13112g	1	155	0.6452%	0
DEHA2F13178g	1	338	0.2959%	0
DEHA2F13266g	1	378	0.2646%	0
DEHA2F13288g	1	262	0.3817%	0
DEHA2F13310g	1	157	0.6369%	0
DEHA2F13398g	1	452	0.2212%	0
DEHA2F13486g	1	402	0.2488%	0
DEHA2F13552g	1	153	0.6536%	0
DEHA2F13772g	1	313	0.3195%	0
DEHA2F13860g	1	1067	0.0937%	0
DEHA2F13882g	1	379	0.2639%	1
DEHA2F13948g	1	467	0.2141%	0
DEHA2F14036g	1	336	0.2976%	0
DEHA2F14146g	1	185	0.5405%	0
DEHA2F14168g	1	105	0.9524%	0
DEHA2F14212g	1	152	0.6579%	0
DEHA2F14366g	1	551	0.1815%	0
DEHA2F14542g	1	469	0.2132%	0
DEHA2F14608g	1	358	0.2793%	0
DEHA2F14718g	1	477	0.2096%	0
DEHA2F14828g	1	454	0.2203%	0
DEHA2F14916g	1	173	0.5780%	0
DEHA2F15004g	1	66	1.5152%	0
